Gender,total_cases_by_gender,gender_based_case_rate,gender_based_deaths,gender_based_death_rate,date
Male,1864809,47.8,37353,58.2,2021-08-04
Male,1871727,47.8,37378,58.2,2021-08-05
Male,1877982,47.8,37396,58.2,2021-08-06
Male,1884239,47.8,37419,58.2,2021-08-07
Male,1889265,47.8,37423,58.2,2021-08-08
Male,1893848,47.8,37429,58.2,2021-08-09
Male,1898606,47.8,37267,58.3,2021-08-10
Male,1903644,47.8,37300,58.2,2021-08-11
Male,1910362,47.8,37337,58.2,2021-08-12
Male,1917342,47.8,37361,58.3,2021-08-13
Male,1923571,47.8,37396,58.3,2021-08-14
Male,1928803,47.8,37401,58.3,2021-08-15
Male,1933476,47.8,37403,58.3,2021-08-16
Male,1940300,47.8,37454,58.3,2021-08-17
Male,1946277,47.8,37509,58.3,2021-08-18
Male,1953381,47.8,37579,58.3,2021-08-19
Male,1959971,47.8,37627,58.3,2021-08-20
Male,1966856,47.8,37672,58.2,2021-08-21
Male,1971671,47.8,37674,58.2,2021-08-22
Male,1976584,47.8,37684,58.2,2021-08-23
Male,1982327,47.8,37747,58.2,2021-08-24
Male,1987982,47.8,37821,58.2,2021-08-25
Male,1994578,47.8,37884,58.3,2021-08-26
Male,2001918,47.8,37951,58.3,2021-08-27
Male,2007575,47.8,38006,58.3,2021-08-28
Male,2014618,47.8,38033,58.3,2021-08-29
Male,2019159,47.8,38043,58.3,2021-08-30
Male,2030421,47.8,38138,58.3,2021-08-31
Male,2035365,47.8,38223,58.3,2021-09-01
Male,2040937,47.8,38301,58.3,2021-09-02
Male,2045452,47.8,38364,58.3,2021-09-03
Male,2052322,47.8,38461,58.3,2021-09-04
Male,2056486,47.8,38472,58.3,2021-09-05
Male,2060234,47.8,38501,58.3,2021-09-06
Male,2063772,47.8,38516,58.3,2021-09-07
Male,2067318,47.8,38636,58.3,2021-09-08
Male,2071686,47.8,38729,58.3,2021-09-09
Male,2078111,47.8,38853,58.3,2021-09-10
Male,2082555,47.8,38888,58.3,2021-09-11
Male,2085877,47.8,38897,58.3,2021-09-12
Male,2091479,47.8,38948,58.3,2021-09-13
Male,2095269,47.8,39073,58.3,2021-09-14
Male,2098801,47.8,39181,58.3,2021-09-15
Male,2103323,47.8,39286,58.3,2021-09-16
Male,2107876,47.8,39356,58.3,2021-09-17
Male,2112292,47.8,39428,58.3,2021-09-18
Male,2115324,47.8,39431,58.3,2021-09-19
Male,2118233,47.8,39445,58.3,2021-09-20
Male,2121520,47.8,39525,58.3,2021-09-21
Male,2124653,47.8,39616,58.3,2021-09-22
Male,2128110,47.8,39709,58.3,2021-09-23
Male,2139053,47.8,39874,58.3,2021-09-26
Male,2141300,47.8,39885,58.3,2021-09-27
Male,2144449,47.8,39954,58.3,2021-09-28
Male,2147415,47.8,40037,58.3,2021-09-29
Male,2151152,47.8,40117,58.3,2021-09-30
Male,2160011,47.8,40258,58.3,2021-10-03
Male,2161849,47.8,40249,58.3,2021-10-04
Male,2164480,47.8,40353,58.3,2021-10-05
Male,2166696,47.8,40452,58.3,2021-10-06
Male,2169983,47.8,40557,58.3,2021-10-07
Male,2178195,47.8,40697,58.4,2021-10-10
Male,2180143,47.8,40710,58.4,2021-10-11
Male,2182125,47.8,40772,58.4,2021-10-12
Male,2184014,47.8,40860,58.4,2021-10-13
Male,2186967,47.8,40934,58.4,2021-10-14
Male,2194913,47.8,41087,58.3,2021-10-17
Male,2196876,47.8,41097,58.3,2021-10-18
Male,2198383,47.8,41170,58.3,2021-10-19
Male,2200892,47.8,41272,58.3,2021-10-20
Male,2203781,47.8,41354,58.3,2021-10-21
Male,2215440,47.8,41513,58.3,2021-10-25
Male,2217606,47.8,41584,58.3,2021-10-26
Male,2219981,47.8,41658,58.3,2021-10-27
Male,2223277,47.8,41728,58.3,2021-10-28
Male,2232536,47.8,41722,58.3,2021-10-31
Male,2234579,47.8,41742,58.3,2021-11-01
Male,2236308,47.8,41786,58.3,2021-11-02
Male,2239039,47.8,41855,58.3,2021-11-03
Male,2242785,47.8,41903,58.3,2021-11-04
Male,2251780,47.8,41981,58.3,2021-11-07
Male,2253633,47.8,41992,58.3,2021-11-08
Male,2255463,47.8,42073,58.3,2021-11-09
Male,2257767,47.8,42165,58.3,2021-11-10
Male,2263549,47.8,42258,58.3,2021-11-12
Male,2267684,47.8,42339,58.3,2021-11-14
Male,2269876,47.8,42352,58.3,2021-11-15
Male,2271761,47.8,42416,58.3,2021-11-16
Male,2273909,47.8,42493,58.3,2021-11-17
Male,2276435,47.8,42574,58.3,2021-11-18
Male,2283756,47.8,42688,58.3,2021-11-21
Male,2285786,47.8,42701,58.3,2021-11-22
Male,2287300,47.8,42795,58.3,2021-11-23
Male,2297425,47.8,42968,58.3,2021-11-28
Male,2299673,47.8,43001,58.3,2021-11-29
Male,2301436,47.8,43073,58.3,2021-11-30
Male,2303862,47.8,43130,58.3,2021-12-01
Male,2307369,47.8,43218,58.4,2021-12-02
Male,2317851,47.8,43310,58.4,2021-12-05
Male,2320888,47.8,43318,58.4,2021-12-06
Male,2323195,47.8,43399,58.4,2021-12-07
Male,2325702,47.8,43449,58.4,2021-12-08
Male,2328708,47.8,43493,58.4,2021-12-09
Male,2337635,47.8,43598,58.4,2021-12-12
Male,2340312,47.8,43605,58.4,2021-12-13
Male,2342498,47.8,43655,58.4,2021-12-14
Male,2345015,47.8,43711,58.4,2021-12-15
Male,2348618,47.8,43769,58.4,2021-12-16
Male,2360907,47.8,43868,58.4,2021-12-19
Male,2364666,47.8,43867,58.4,2021-12-20
Male,2369950,47.8,43940,58.4,2021-12-21
Male,2377224,47.8,43999,58.4,2021-12-22
Male,2386707,47.8,44038,58.4,2021-12-23
Male,2426569,47.8,44085,58.3,2021-12-27
Male,2436234,47.8,44137,58.4,2021-12-28
Male,2453221,47.8,44199,58.4,2021-12-29
Male,2478853,47.7,44259,58.4,2021-12-30
Male,2583838,47.6,44302,58.4,2022-01-03
Male,2606907,47.6,44389,58.4,2022-01-04
Male,2629178,47.5,44380,58.4,2022-01-05
Male,2675786,47.5,44559,58.4,2022-01-06
Male,2813232,47.3,44681,58.4,2022-01-09
Male,2878336,47.3,44689,58.4,2022-01-10
Male,2924725,47.3,44759,58.4,2022-01-11
Male,2973536,47.2,44822,58.4,2022-01-12
Male,3027747,47.2,44896,58.4,2022-01-13
Male,3173130,47.1,45092,58.4,2022-01-16
Male,3208224,47.1,45116,58.4,2022-01-17
Male,3253439,47.1,45137,58.4,2022-01-18
Male,3293476,47.1,45247,58.4,2022-01-19
Male,3352463,47.1,45373,58.4,2022-01-20
Male,3489324,47,45610,58.4,2022-01-23
Male,3518552,47,45624,58.4,2022-01-24
Male,3558170,47,45745,58.4,2022-01-25
Male,3586040,47,45892,58.4,2022-01-26
Male,3621814,47,46041,58.4,2022-01-27
Male,3700771,47,46297,58.4,2022-01-30
Male,3717914,47,46348,58.4,2022-01-31
Male,3729810,47,46480,58.4,2022-02-01
Male,3742765,47,46594,58.4,2022-02-02
Male,3759631,47,46720,58.4,2022-02-03
Male,3793849,47,47018,58.4,2022-02-06
Male,3816209,47,47083,58.4,2022-02-07
Male,3833542,46.9,47247,58.4,2022-02-08
Male,3840401,46.9,47340,58.4,2022-02-09
Male,3851022,46.9,47556,58.4,2022-02-10
Male,3869416,46.9,47923,58.4,2022-02-13
Male,3876176,46.9,47990,58.4,2022-02-14
Male,3881994,46.9,48136,58.4,2022-02-15
Male,3887623,46.9,48250,58.4,2022-02-16
Male,3893554,46.9,48404,58.4,2022-02-17
Male,3912572,46.9,48792,58.4,2022-02-21
Male,3915679,46.9,48813,58.4,2022-02-22
Male,3918901,46.9,48941,58.4,2022-02-23
Male,3923232,46.9,49063,58.4,2022-02-24
Male,3932373,46.9,49481,58.4,2022-02-27
Male,3933104,46.9,49488,58.4,2022-02-28
Male,3935947,46.9,49618,58.4,2022-03-01
Male,3938476,46.9,49736,58.4,2022-03-02
Male,3941265,46.9,49873,58.4,2022-03-03
Male,3947369,46.9,50171,58.4,2022-03-06
Male,3948549,46.9,50173,58.4,2022-03-07
Male,3950843,46.9,50272,58.4,2022-03-08
Male,3952277,46.9,50361,58.4,2022-03-09
Male,3954033,46.9,50475,58.4,2022-03-10
Male,3959439,46.9,50691,58.4,2022-03-13
Male,3959790,46.9,50690,58.4,2022-03-14
Male,3961366,46.9,50759,58.4,2022-03-15
Male,3962706,46.9,50836,58.4,2022-03-16
Male,3964898,46.9,50926,58.4,2022-03-17
Male,3972055,46.9,51089,58.4,2022-03-20
Male,3972371,46.9,51100,58.4,2022-03-21
Male,3974703,46.9,51146,58.4,2022-03-22
Male,3975739,46.9,51214,58.4,2022-03-23
Male,3977137,46.9,51278,58.4,2022-03-24
Male,3980580,46.9,51367,58.4,2022-03-27
Male,3980912,46.9,51368,58.4,2022-03-28
Male,3982152,46.9,51426,58.4,2022-03-29
Male,3983567,46.9,51467,58.4,2022-03-30
Male,3985409,46.9,51518,58.4,2022-03-31
Male,3990054,46.9,51599,58.4,2022-04-04
Male,3994431,46.9,51711,58.4,2022-04-07
Male,4001429,46.9,51807,58.4,2022-04-12
Male,4004825,46.9,51899,58.4,2022-04-14
Male,4011061,46.9,51981,58.4,2022-04-18
Male,4018023,46.9,52095,58.4,2022-04-21
Male,4027939,46.9,52186,58.4,2022-04-25
Male,4035915,46.9,52293,58.4,2022-04-28
Male,4047760,46.9,52354,58.4,2022-05-02
Male,4058533,46.9,52458,58.4,2022-05-05
Male,4073198,46.9,52519,58.4,2022-05-09
Male,4082052,46.9,52618,58.4,2022-05-12
Male,4104609,46.9,52677,58.4,2022-05-16
Male,4122724,46.9,52761,58.4,2022-05-19
Male,4147320,46.8,52821,58.4,2022-05-23
Male,4166580,46.8,52891,58.4,2022-05-26
Male,4193336,46.8,52950,58.4,2022-05-30
Male,4208292,46.8,53000,58.4,2022-06-02
Male,4239403,46.8,53037,58.4,2022-06-06
Male,4260489,46.8,53099,58.3,2022-06-09
Male,4289072,46.8,53161,58.4,2022-06-13
Male,4302842,46.8,53228,58.3,2022-06-16
Male,4332240,46.8,53269,58.3,2022-06-20
Male,4353511,46.7,53327,58.3,2022-06-23
Male,4382888,46.7,53382,58.3,2022-06-27
Male,4406661,46.7,53489,58.3,2022-06-30
Male,4437646,46.7,53540,58.3,2022-07-04
Male,4455450,46.7,53619,58.3,2022-07-07
Male,4490920,46.7,53680,58.3,2022-07-11
Male,4517422,46.7,53761,58.3,2022-07-14
Male,4551400,46.7,53823,58.3,2022-07-18
Male,4575063,46.7,53908,58.3,2022-07-21
Male,4605186,46.6,53975,58.3,2022-07-25
Male,4628499,46.6,54056,58.3,2022-07-28
Male,4655990,46.6,54143,58.3,2022-08-01
Male,4674623,46.6,54209,58.3,2022-08-04
Male,4696003,46.6,54297,58.3,2022-08-08
Male,4710816,46.6,54391,58.2,2022-08-11
Male,4729714,46.6,54466,58.2,2022-08-15
Male,4742938,46.6,54585,58.3,2022-08-18
Male,4759055,46.6,54659,58.2,2022-08-22
Male,4770842,46.6,54774,58.2,2022-08-25
Male,4784471,46.6,54810,58.2,2022-08-29
Male,4794947,46.6,54894,58.2,2022-09-01
Male,4805643,46.6,54956,58.2,2022-09-05
Male,4812540,46.6,55065,58.2,2022-09-08
Male,4837455,46.6,55290,58.2,2022-09-20
Total,37369,100,1396,100,2020-04-22
Total,39254,100,1489,100,2020-04-23
Total,41137,100,1573,100,2020-04-24
Total,42164,100,1647,100,2020-04-25
Total,43464,100,1676,100,2020-04-26
Total,45031,100,1721,100,2020-04-27
Total,46500,100,1809,100,2020-04-28
Total,48917,100,1890,100,2020-04-29
Total,50442,100,1988,100,2020-04-30
Total,52197,100,2083,100,2020-05-01
Total,53616,100,2138,100,2020-05-02
Total,54937,100,2178,100,2020-05-03
Total,56212,100,2221,100,2020-05-04
Total,58815,100,2325,100,2020-05-05
Total,60614,100,2412,100,2020-05-06
Total,62512,100,2493,100,2020-05-07
Total,64561,100,2576,100,2020-05-08
Total,66680,100,2657,100,2020-05-09
Total,67939,100,2691,100,2020-05-10
Total,69382,100,2752,100,2020-05-11
Total,71141,100,2846,100,2020-05-12
Total,73164,100,2926,100,2020-05-13
Total,74936,100,3029,100,2020-05-14
Total,76793,100,3119,100,2020-05-15
Total,78839,100,3179,100,2020-05-16
Total,80430,100,3216,100,2020-05-17
Total,81795,100,3250,100,2020-05-18
Total,84057,100,3374,100,2020-05-19
Total,86197,100,3451,100,2020-05-20
Total,88444,100,3544,100,2020-05-21
Total,90631,100,3589,100,2020-05-22
Total,92710,100,3646,100,2020-05-23
Total,94558,100,3666,100,2020-05-24
Total,96733,100,3679,100,2020-05-25
Total,98980,100,3707,100,2020-05-26
Total,101697,100,3816,100,2020-05-27
Total,103886,100,3904,100,2020-05-28
Total,106878,100,3985,100,2020-05-29
Total,110583,100,4043,100,2020-05-30
Total,113006,100,4080,100,2020-05-31
Total,115310,100,4127,100,2020-06-01
Total,117687,100,4231,100,2020-06-02
Total,119807,100,4298,100,2020-06-03
Total,122901,100,4368,100,2020-06-04
Total,126016,100,4435,100,2020-06-05
Total,128812,100,4501,100,2020-06-06
Total,131319,100,4528,100,2020-06-07
Total,133489,100,4559,100,2020-06-08
Total,136191,100,4663,100,2020-06-09
Total,139281,100,4769,100,2020-06-10
Total,141983,100,4832,100,2020-06-11
Total,145643,100,4879,100,2020-06-12
Total,148855,100,4961,100,2020-06-13
Total,151452,100,4980,100,2020-06-14
Total,153560,100,5002,100,2020-06-15
Total,157015,100,5064,100,2020-06-16
Total,161099,100,5142,100,2020-06-17
Total,165416,100,5250,100,2020-06-18
Total,169309,100,5318,100,2020-06-19
Total,173824,100,5402,100,2020-06-20
Total,178054,100,5425,100,2020-06-21
Total,183073,100,5445,100,2020-06-22
Total,190222,100,5499,100,2020-06-23
Total,195571,100,5603,100,2020-06-24
Total,200461,100,5717,100,2020-06-25
Total,206433,100,5786,100,2020-06-26
Total,211243,100,5810,100,2020-06-27
Total,216550,100,5850,100,2020-06-28
Total,222917,100,5877,100,2020-06-29
Total,232657,100,5978,100,2020-06-30
Total,240195,100,6059,100,2020-07-01
Total,248235,100,6184,100,2020-07-02
Total,254745,100,6247,100,2020-07-03
Total,260155,100,6265,100,2020-07-04
Total,271684,100,6301,100,2020-07-05
Total,277774,100,6362,100,2020-07-06
Total,289468,100,6475,100,2020-07-07
Total,296499,100,6621,100,2020-07-08
Total,304297,100,6787,100,2020-07-09
Total,312344,100,6892,100,2020-07-10
Total,320804,100,6989,100,2020-07-11
Total,329162,100,7014,100,2020-07-12
Total,336508,100,7039,100,2020-07-13
Total,347634,100,7164,100,2020-07-14
Total,356178,100,7283,100,2020-07-15
Total,366164,100,7409,100,2020-07-16
Total,375363,100,7530,100,2020-07-17
Total,384692,100,7620,100,2020-07-18
Total,391538,100,7651,100,2020-07-19
Total,400769,100,7677,100,2020-07-20
Total,413576,100,7793,100,2020-07-21
Total,425616,100,7949,100,2020-07-22
Total,435334,100,8096,100,2020-07-23
Total,445400,100,8242,100,2020-07-24
Total,453659,100,8382,100,2020-07-25
Total,460550,100,8412,100,2020-07-26
Total,466550,100,8436,100,2020-07-27
Total,475305,100,8516,100,2020-07-28
Total,485502,100,8751,100,2020-07-29
Total,493588,100,8939,100,2020-07-30
Total,500130,100,9095,100,2020-07-31
Total,509162,100,9252,100,2020-08-01
Total,514901,100,9326,100,2020-08-02
Total,519427,100,9349,100,2020-08-03
Total,524722,100,9520,100,2020-08-04
Total,529980,100,9660,100,2020-08-05
Total,538416,100,9807,100,2020-08-06
Total,545787,100,9982,100,2020-08-07
Total,554160,100,10173,100,2020-08-08
Total,561911,100,10247,100,2020-08-09
Total,574411,100,10272,100,2020-08-10
Total,586056,100,10491,100,2020-08-11
Total,593141,100,10666,100,2020-08-12
Total,601075,100,10831,100,2020-08-13
Total,613689,100,10994,100,2020-08-14
Total,621562,100,11104,100,2020-08-15
Total,628031,100,11114,100,2020-08-16
Total,632667,100,11145,100,2020-08-17
Total,638831,100,11301,100,2020-08-18
Total,644751,100,11466,100,2020-08-19
Total,650336,100,11590,100,2020-08-20
Total,656892,100,11741,100,2020-08-21
Total,663669,100,11945,100,2020-08-22
Total,668615,100,11955,100,2020-08-23
Total,673095,100,12003,100,2020-08-24
Total,679099,100,12158,100,2020-08-25
Total,683529,100,12296,100,2020-08-26
Total,688858,100,12461,100,2020-08-27
Total,693839,100,12569,100,2020-08-28
Total,699909,100,12745,100,2020-08-29
Total,704085,100,12757,100,2020-08-30
Total,707797,100,12795,100,2020-08-31
Total,712052,100,12953,100,2020-09-01
Total,717177,100,13120,100,2020-09-02
Total,722283,100,13292,100,2020-09-03
Total,727239,100,13469,100,2020-09-04
Total,732144,100,13592,100,2020-09-05
Total,735235,100,13596,100,2020-09-06
Total,737911,100,13647,100,2020-09-07
Total,739527,100,13727,100,2020-09-08
Total,742865,100,13847,100,2020-09-09
Total,746191,100,13963,100,2020-09-10
Total,750298,100,14082,100,2020-09-11
Total,754923,100,14210,100,2020-09-12
Total,757778,100,14211,100,2020-09-13
Total,760013,100,14260,100,2020-09-14
Total,762963,100,14411,100,2020-09-15
Total,766201,100,14517,100,2020-09-16
Total,769831,100,14627,100,2020-09-17
Total,774135,100,14762,100,2020-09-18
Total,778400,100,14848,100,2020-09-19
Total,781694,100,14873,100,2020-09-20
Total,784324,100,14900,100,2020-09-21
Total,787470,100,15038,100,2020-09-22
Total,790640,100,15154,100,2020-09-23
Total,794040,100,15256,100,2020-09-24
Total,798237,100,15361,100,2020-09-25
Total,802308,100,15432,100,2020-09-26
Total,805263,100,15451,100,2020-09-27
Total,807425,100,15462,100,2020-09-28
Total,810625,100,15657,100,2020-09-29
Total,813687,100,15757,100,2020-09-30
Total,817277,100,15918,100,2020-10-01
Total,819436,100,15932,100,2020-10-02
Total,823729,100,15999,100,2020-10-03
Total,826784,100,16020,100,2020-10-04
Total,828461,100,16046,100,2020-10-05
Total,831225,100,16131,100,2020-10-06
Total,834800,100,16225,100,2020-10-07
Total,838606,100,16298,100,2020-10-08
Total,842776,100,16380,100,2020-10-09
Total,846579,100,16460,100,2020-10-10
Total,850028,100,16470,100,2020-10-11
Total,852406,100,16480,100,2020-10-12
Total,855072,100,16522,100,2020-10-13
Total,858401,100,16621,100,2020-10-14
Total,861476,100,16712,100,2020-10-15
Total,864455,100,16790,100,2020-10-16
Total,867317,100,16883,100,2020-10-17
Total,870791,100,16894,100,2020-10-18
Total,874077,100,16908,100,2020-10-19
Total,877784,100,16987,100,2020-10-20
Total,880724,100,17123,100,2020-10-21
Total,886865,100,17185,100,2020-10-22
Total,892810,100,17231,100,2020-10-23
Total,898029,100,17286,100,2020-10-24
Total,901010,100,17298,100,2020-10-25
Total,904198,100,17313,100,2020-10-26
Total,908713,100,17429,100,2020-10-27
Total,912904,100,17502,100,2020-10-28
Total,916918,100,17547,100,2020-10-29
Total,922005,100,17605,100,2020-10-30
Total,926534,100,17662,100,2020-10-31
Total,930628,100,17683,100,2020-11-01
Total,934672,100,17692,100,2020-11-02
Total,940010,100,17771,100,2020-11-03
Total,944576,100,17833,100,2020-11-04
Total,951094,100,17898,100,2020-11-05
Total,956957,100,17944,100,2020-11-06
Total,964639,100,18017,100,2020-11-07
Total,971851,100,18019,100,2020-11-08
Total,977218,100,18027,100,2020-11-09
Total,984682,100,18094,100,2020-11-10
Total,991609,100,18137,100,2020-11-11
Total,998502,100,18163,100,2020-11-12
Total,1008377,100,18237,100,2020-11-13
Total,1019345,100,18302,100,2020-11-14
Total,1029235,100,18323,100,2020-11-15
Total,1037978,100,18343,100,2020-11-16
Total,1047789,100,18395,100,2020-11-17
Total,1059267,100,18502,100,2020-11-18
Total,1072272,100,18593,100,2020-11-19
Total,1087714,100,18681,100,2020-11-20
Total,1102033,100,18754,100,2020-11-21
Total,1110370,100,18796,100,2020-11-22
Total,1125699,100,18817,100,2020-11-23
Total,1144049,100,18930,100,2020-11-24
Total,1158689,100,19031,100,2020-11-25
Total,1171324,100,19109,100,2020-11-26
Total,1183320,100,19154,100,2020-11-27
Total,1198934,100,19189,100,2020-11-28
Total,1212968,100,19220,100,2020-11-29
Total,1225189,100,19249,100,2020-11-30
Total,1245948,100,19368,100,2020-12-01
Total,1264539,100,19481,100,2020-12-02
Total,1286557,100,19682,100,2020-12-03
Total,1311625,100,19808,100,2020-12-04
Total,1341700,100,19930,100,2020-12-05
Total,1366435,100,20028,100,2020-12-06
Total,1389707,100,20087,100,2020-12-07
Total,1420558,100,20255,100,2020-12-08
Total,1450235,100,20458,100,2020-12-09
Total,1485703,100,20643,100,2020-12-10
Total,1521432,100,20812,100,2020-12-11
Total,1551766,100,20995,100,2020-12-12
Total,1585044,100,21088,100,2020-12-13
Total,1617370,100,21178,100,2020-12-14
Total,1671081,100,21410,100,2020-12-15
Total,1723362,100,21817,100,2020-12-16
Total,1764374,100,22080,100,2020-12-17
Total,1807982,100,22346,100,2020-12-18
Total,1854456,100,22571,100,2020-12-19
Total,1892348,100,22715,100,2020-12-20
Total,1925007,100,22826,100,2020-12-21
Total,1964076,100,23097,100,2020-12-22
Total,1964076,100,23097,100,2020-12-23
Total,2042290,100,23724,100,2020-12-24
Total,2072665,100,23902,100,2020-12-25
Total,2122806,100,24121,100,2020-12-26
Total,2155976,100,24195,100,2020-12-27
Total,2187221,100,24311,100,2020-12-28
Total,2218142,100,24738,100,2020-12-29
Total,2218142,100,24738,100,2020-12-30
Total,2292568,100,25802,100,2020-12-31
Total,2345909,100,26236,100,2021-01-01
Total,2391261,100,26494,100,2021-01-02
Total,2420894,100,26561,100,2021-01-03
Total,2452334,100,26807,100,2021-01-04
Total,2482226,100,27222,100,2021-01-05
Total,2518611,100,27811,100,2021-01-06
Total,2568641,100,28366,100,2021-01-07
Total,2621277,100,28996,100,2021-01-08
Total,2670962,100,29496,100,2021-01-09
Total,2710801,100,29911,100,2021-01-10
Total,2747288,100,30105,100,2021-01-11
Total,2781039,100,30685,100,2021-01-12
Total,2816969,100,31222,100,2021-01-13
Total,2859624,100,31647,100,2021-01-14
Total,2900246,100,32250,100,2021-01-15
Total,2942475,100,32813,100,2021-01-16
Total,2973174,100,33139,100,2021-01-17
Total,2996968,100,33364,100,2021-01-18
Total,3019371,100,33690,100,2021-01-19
Total,3039044,100,34345,100,2021-01-20
Total,3062068,100,35029,100,2021-01-21
Total,3085040,100,35544,100,2021-01-22
Total,3109151,100,36208,100,2021-01-23
Total,3136158,100,36448,100,2021-01-24
Total,3153186,100,36660,100,2021-01-25
Total,3169914,100,37326,100,2021-01-26
Total,3186610,100,38070,100,2021-01-27
Total,3205947,100,38667,100,2021-01-28
Total,3224374,100,39323,100,2021-01-29
Total,3243348,100,39913,100,2021-01-30
Total,3258706,100,40263,100,2021-01-31
Total,3270770,100,40457,100,2021-02-01
Total,3281271,100,41018,100,2021-02-02
Total,3294447,100,41634,100,2021-02-03
Total,3308468,100,42413,100,2021-02-04
Total,3320862,100,43018,100,2021-02-05
Total,3335926,100,43456,100,2021-02-06
Total,3346340,100,43735,100,2021-02-07
Total,3354591,100,43905,100,2021-02-08
Total,3362981,100,44425,100,2021-02-09
Total,3371556,100,44990,100,2021-02-10
Total,3381615,100,45520,100,2021-02-11
Total,3391036,100,45986,100,2021-02-12
Total,3399878,100,46457,100,2021-02-13
Total,3406365,100,46719,100,2021-02-14
Total,3412057,100,46795,100,2021-02-15
Total,3416147,100,47086,100,2021-02-16
Total,3421720,100,47537,100,2021-02-17
Total,3428518,100,47973,100,2021-02-18
Total,3435186,100,48414,100,2021-02-19
Total,3441946,100,48807,100,2021-02-20
Total,3446611,100,49039,100,2021-02-21
Total,3450058,100,49129,100,2021-02-22
Total,3455361,100,49470,100,2021-02-23
Total,3460326,100,50648,100,2021-02-24
Total,3465726,100,51121,100,2021-02-25
Total,3470877,100,51505,100,2021-02-26
Total,3475562,100,51794,100,2021-02-27
Total,3479078,100,52032,100,2021-02-28
Total,3481611,100,52129,100,2021-03-01
Total,3484963,100,52429,100,2021-03-02
Total,3488467,100,52823,100,2021-03-03
Total,3493126,100,53194,100,2021-03-04
Total,3497578,100,53464,100,2021-03-05
Total,3501394,100,53722,100,2021-03-06
Total,3504652,100,53828,100,2021-03-07
Total,3507266,100,53878,100,2021-03-08
Total,3513678,100,54320,100,2021-03-09
Total,3516862,100,54590,100,2021-03-10
Total,3520333,100,54878,100,2021-03-11
Total,3523563,100,55095,100,2021-03-12
Total,3526335,100,55235,100,2021-03-13
Total,3528795,100,55330,100,2021-03-14
Total,3530055,100,55372,100,2021-03-15
Total,3532496,100,55577,100,2021-03-16
Total,3535534,100,55795,100,2021-03-17
Total,3538821,100,56027,100,2021-03-18
Total,3541928,100,56072,100,2021-03-19
Total,3545278,100,56118,100,2021-03-20
Total,3547278,100,56545,100,2021-03-21
Total,3549101,100,56596,100,2021-03-22
Total,3551056,100,56850,100,2021-03-23
Total,3553307,100,57091,100,2021-03-24
Total,3555915,100,57336,100,2021-03-25
Total,3559193,100,57551,100,2021-03-26
Total,3562191,100,57746,100,2021-03-27
Total,3564468,100,57778,100,2021-03-28
Total,3566464,100,57788,100,2021-03-29
Total,3568426,100,57936,100,2021-03-30
Total,3570660,100,58090,100,2021-03-31
Total,3573074,100,58269,100,2021-04-01
Total,3577951,100,58404,100,2021-04-02
Total,3580351,100,58513,100,2021-04-03
Total,3582463,100,58534,100,2021-04-04
Total,3583830,100,58541,100,2021-04-05
Total,3586059,100,58659,100,2021-04-06
Total,3588152,100,58788,100,2021-04-07
Total,3590758,100,58943,100,2021-04-08
Total,3595224,100,59113,100,2021-04-09
Total,3600177,100,59217,100,2021-04-10
Total,3602827,100,59249,100,2021-04-11
Total,3604395,100,59258,100,2021-04-12
Total,3606882,100,59372,100,2021-04-13
Total,3608898,100,59508,100,2021-04-14
Total,3611349,100,59587,100,2021-04-15
Total,3614112,100,59690,100,2021-04-16
Total,3616779,100,59768,100,2021-04-17
Total,3618695,100,59772,100,2021-04-18
Total,3620301,100,59804,100,2021-04-19
Total,3622427,100,59890,100,2021-04-20
Total,3624838,100,59992,100,2021-04-21
Total,3626656,100,60086,100,2021-04-22
Total,3627885,100,60135,100,2021-04-23
Total,3629624,100,60188,100,2021-04-24
Total,3631740,100,60203,100,2021-04-25
Total,3633185,100,60208,100,2021-04-26
Total,3634778,100,60273,100,2021-04-27
Total,3636235,100,60362,100,2021-04-28
Total,3638132,100,60467,100,2021-04-29
Total,3640226,100,60625,100,2021-04-30
Total,3642480,100,60748,100,2021-05-01
Total,3643992,100,60763,100,2021-05-02
Total,3645341,100,60765,100,2021-05-03
Total,3646729,100,60862,100,2021-05-04
Total,3648276,100,60927,100,2021-05-05
Total,3650747,100,61027,100,2021-05-06
Total,3652692,100,61167,100,2021-05-07
Total,3654545,100,61228,100,2021-05-08
Total,3655922,100,61241,100,2021-05-09
Total,3656967,100,61246,100,2021-05-10
Total,3658198,100,61305,100,2021-05-11
Total,3659641,100,61351,100,2021-05-12
Total,3661675,100,61417,100,2021-05-13
Total,3663539,100,61444,100,2021-05-14
Total,3664909,100,61499,100,2021-05-15
Total,3665904,100,61510,100,2021-05-16
Total,3666591,100,61513,100,2021-05-17
Total,3667550,100,61555,100,2021-05-18
Total,3668842,100,61603,100,2021-05-19
Total,3670469,100,61672,100,2021-05-20
Total,3671655,100,61722,100,2021-05-21
Total,3672963,100,61755,100,2021-05-22
Total,3674044,100,61762,100,2021-05-23
Total,3674662,100,61770,100,2021-05-24
Total,3675817,100,61824,100,2021-05-25
Total,3677235,100,61855,100,2021-05-26
Total,3682099,100,62025,100,2021-05-27
Total,3683309,100,61999,100,2021-05-28
Total,3684388,100,62006,100,2021-05-29
Total,3685032,100,62011,100,2021-05-30
Total,3685455,100,62021,100,2021-05-31
